brand;article;photo_url
555;SLN150L;https://imgs.rossko.ru/15/C1/NSIN0018470862/1.jpg
555;SLN150R;https://imgs.rossko.ru/34/7F/NSIN0018630816/1.jpg
555;SLN220;https://imgs.rossko.ru/21/EA/NSIN0019692405/1.jpg
555;SLN270;https://imgs.rossko.ru/3B/DF/NSIN0019725074/1.jpg
555;SLN325L;https://imgs.rossko.ru/F0/88/NSIN0023088194/1.jpg
555;SLN540L;https://imgs.rossko.ru/1A/69/NSII0013171245/1.jpg
555;SLN540R;https://imgs.rossko.ru/17/9B/NSII0013171248/1.jpg
555;SLN690L;https://imgs.rossko.ru/F5/AC/NSII0015292514/1.jpg
555;SLN690R;https://imgs.rossko.ru/53/05/NSII0015292515/1.jpg
555;SLS075;https://imgs.rossko.ru/9C/5A/NSII0010188615/1.jpg
555;SLT010;https://imgs.rossko.ru/8E/25/NSIN0013720680/1.jpg
555;SLT220;https://imgs.rossko.ru/1B/61/NSIN0018766703/1.jpg
555;SLT220M;https://imgs.rossko.ru/28/B1/NSIN0020875022/1.jpg
555;SLT275;https://imgs.rossko.ru/12/B9/NSIN0020889949/1.jpg
555;SLT340;https://imgs.rossko.ru/87/2F/NSIN0019622386/1.jpg
555;SLT340M;https://imgs.rossko.ru/D5/EC/NSII0007383578/1.jpg
555;SLT455;https://imgs.rossko.ru/BF/BC/NSIN0019746844/1.jpg
555;SLT455M;https://imgs.rossko.ru/7F/A9/NSII0006855267/1.jpg
555;SLT490M;https://imgs.rossko.ru/48/80/NSII0007383563/1.jpg
555;SLT505L;https://imgs.rossko.ru/94/64/NSIN0023088036/1.jpg
555;SLT505R;https://imgs.rossko.ru/37/0B/NSIN0023088037/1.jpg
555;SLT780M;https://imgs.rossko.ru/E0/82/NSII0018328842/1.jpg
555;SP1720;https://imgs.rossko.ru/B3/A3/NSIN0023088248/1.jpg
555;SP2811;https://imgs.rossko.ru/D3/74/NSIN0013720682/1.jpg
555;SP7720;https://imgs.rossko.ru/A3/61/NSIN0013720688/1.jpg
555;SP7790;https://imgs.rossko.ru/8E/25/NSIN0013720690/1.jpg
555;SR1581L;https://imgs.rossko.ru/1A/0D/NSII0016172157/1.jpg
555;SR1670R;https://imgs.rossko.ru/40/4E/NSIN0020842209/1.jpg
555;SR1800;https://imgs.rossko.ru/DC/FF/NSIN0020164519/1.jpg
555;SR2670;https://imgs.rossko.ru/74/E7/NSIN0013720712/1.jpg
555;SR2671;https://imgs.rossko.ru/D2/40/NSIN0013720713/1.jpg
555;SR2930;https://imgs.rossko.ru/BA/36/NSIN0013720724/1.jpg
555;SR2990;https://imgs.rossko.ru/A2/2C/NSIN0013720729/1.jpg
555;SR3560;https://imgs.rossko.ru/17/8F/NSIN0013720735/1.jpg
